cluster,,,5
ll,,,v1.25
opt,,,
planning_horizon,,,2050
AC,generators,nuclear,22508277.760229304
AC,generators,offwind-ac,17975112.25258658
AC,generators,offwind-dc,90740260.1896308
AC,generators,offwind-float,2291284.9765862296
AC,generators,onwind,467031766.8151448
AC,generators,ror,18140781.540853705
AC,generators,solar,43470921.21836003
AC,generators,solar-hsat,165373373.18156502
AC,lines,AC0,77267041.99089183
AC,lines,AC1,-80875074.14238854
AC,links,DAC0,-15970586.184914064
AC,links,DC0,-81199901.3742035
AC,links,DC1,78921563.46366607
AC,links,H2 Electrolysis0,-21344356.354619008
AC,links,H2 Fuel Cell1,13.001041254130032
AC,links,H2 pipeline2,-12.461671793308861
AC,links,OCGT1,2169221.878438368
AC,links,battery charger0,-13201663.752225308
AC,links,battery discharger1,12673597.203052819
AC,links,electricity distribution grid0,-958421567.255239
AC,links,electricity distribution grid1,16247.835482261613
AC,links,methanolisation2,-5285509.444221141
AC,links,urban central gas CHP CC1,139976686.13405445
AC,links,urban central gas CHP1,25482457.219387498
AC,links,urban central solid biomass CHP CC1,12231715.024007976
AC,links,urban central solid biomass CHP1,7.5448532422297685
AC,storage_units,PHS,-1960120.3618304736
AC,storage_units,hydro,1988462.2297351228
H2,links,Fischer-Tropsch0,-84.39243124692912
H2,links,H2 Electrolysis1,13269786.34566664
H2,links,H2 Fuel Cell0,-26.002082508260063
H2,links,H2 pipeline0,-2048.479805216078
H2,links,H2 pipeline1,2048.479805216078
H2,links,SMR CC1,46790445.924721226
H2,links,SMR1,20.817080927354247
H2,links,Sabatier0,-40.931908266166324
H2,links,methanolisation0,-22200102.08920788
H2,loads,H2 for industry,-37859999.99999999
H2,stores,H2,-4.388850394221322e-16
Li ion,links,BEV charger1,183756966.73974752
Li ion,links,V2G0,-18671129.883877017
Li ion,loads,land transport EV,-165085836.87205717
Li ion,stores,Li ion,0.01618634437181754
agriculture machinery oil,links,agriculture machinery oil1,3089577.864067439
agriculture machinery oil,loads,agriculture machinery oil,-3089577.864064618
battery,links,battery charger1,12934935.97949935
battery,links,battery discharger0,-12934935.980434775
battery,stores,battery,0.0009390041156163154
biogas,links,biogas to gas0,-30856846.88586862
biogas,stores,biogas,30856846.88586862
co2,links,DAC2,-29037429.42711648
co2,links,OCGT2,1047575.4437336508
co2,links,SMR CC2,1342682.3613180872
co2,links,SMR2,5.423397399494922
co2,links,agriculture machinery oil2,794330.4688517388
co2,links,biogas to gas2,-6109655.683401987
co2,links,gas for industry CC2,1278419.7958129188
co2,links,gas for industry2,1.8376913333268006
co2,links,industry methanol2,729148.5826240816
co2,links,kerosene for aviation2,31210374.209638633
co2,links,naphtha for industry2,22935858.999978688
co2,links,process emissions CC1,2557999.8717080173
co2,links,process emissions1,1.2829347480233082
co2,links,rural gas boiler2,2591634.3698109407
co2,links,shipping methanol2,4108834.0123338224
co2,links,solid biomass for industry CC2,-47351970.01309735
co2,links,urban central gas CHP CC3,7139092.229803406
co2,links,urban central gas CHP3,12306162.26692372
co2,links,urban central gas boiler2,2323339.9488261133
co2,links,urban central solid biomass CHP CC3,-17584858.66351874
co2,links,urban decentral gas boiler2,9718452.701847184
co2,stores,co2,-0.020091313868761063
co2 sequestered,links,co2 sequestered1,200000000.0070864
co2 sequestered,stores,co2 sequestered,-200000000.0070864
co2 stored,links,DAC3,29037429.42711648
co2 stored,links,Fischer-Tropsch2,-17.336137964794798
co2 stored,links,SMR CC3,12084141.251862789
co2 stored,links,Sabatier2,-6.483614269360746
co2 stored,links,co2 sequestered0,-200000000.0070864
co2 stored,links,gas for industry CC3,11505778.162316272
co2 stored,links,methanolisation3,-4837982.615953713
co2 stored,links,process emissions CC2,23021998.845372163
co2 stored,links,solid biomass for industry CC3,47351970.01309735
